p_participated,p_participated_2023,p_mandavolunt,p_year_start,p_year_end,p_year_start_clone2,p_year_end_clone2,p_ongoing,p_program_length,p_hourstrained,p_duration,p_comphours,p_otjactivities,p_cost,p_adequatefund,p_adequatefunddummy,p_fund_gov,p_fund_org,p_fund_wrk,p_fund_union,p_fund_other,p_advocacy,p_advocacy_hier,p_responsibility,p_responsibility_hier,p_application,p_selection,p_criteria_jobtitle,p_criteria_tenure,p_criteria_qualifications,p_criteria_assmskills,p_criteria_assmsmotivation,p_criteria_managerrec,p_criteria_other,p_targetemp_c,p_targetemp_bul,p_targetemp_mm,p_targetemp_emp,p_targetfunc_leg,p_targetfunc_hr,p_targetfunc_adm,p_targetfunc_it,p_targetfunc_op,p_targetfunc_mrksal,p_targetfunc_rd,p_targetfunc_accfin,p_targetfunc_cust,p_difloc,p_difstand,p_challenge_convincingemployees,p_challenge_selecting,p_challenge_progcompl,p_challenge_learning,p_challenge_convmanager,p_challenge_linkprogramcareer,p_challenge_effectiveness,p_challenge_scaling,p_challenge_determreturn,p_challenge_supportoutsideHR,p_challenge_funding,p_challenge_other,p_cont_investment,p_eligibility,p_part,p_part_exp,p_finassessment,p_effectiveness,p_effect_reverse,p_roi,p_participated_coarse,p_size_coarse1,p_size_coarse2,p_size_coarse3,p_target_top,p_target_middle,p_target_emp,p_target_topmiddle,p_target_middleemp,p_target_all,p_target_topbottom,p_long,p_hours_long,p_compfull,p_oja,p_adv_top,p_adv_hr,p_resp_top,p_resp_hr,p_adv_resp_match,p_cri_individual,p_cha_takeup,p_cha_during,p_cha_support,p_cha_scale,program_type,prog_clus2,prog_clus3,prog_clus4
Fewer than 50,Fewer than 50,Voluntary,2023,Ongoing,2023,2023,1,0,< 10 hours,2 - 6 months,Entirely compensated hours,Yes,< $500,Adequate funding,Adequately funded,0,100,0,0,0,HR Leaders,HR,HR Leaders,HR,Anyone could apply regardless of their function/department ,Yes,0,1,0,0,0,1,0,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,1.7137203,1,0,0,1,0,0,0,1,1,0,0,0,Likely,66,10,38,Yes,Moderately Effective,2,No attempt to calculate,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,Basic Programs,Basic,2
100 - 499,100 - 499,Mandatory,2021,Ongoing,2021,2023,1,2,50 - 99 hours,2 - 6 months,Entirely compensated hours,Yes,< $500,Adequate funding,Adequately funded,0,100,0,0,0,Middle Managers and/or front-line supervisors,BU and Middle Management,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,No,1.7137203,0,0,0,1,0,0,1,0,0,0,0,0,Likely,70,70,100,Yes,Moderately Effective,2,Negative ROI,2,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,.76261681,0,1,0,1,0,Basic Programs,Basic,1
500 - 999,1000 - 9999,Voluntary,2021,Ongoing,2021,2023,1,2,50 - 99 hours,2 - 6 months,Partly compensated hours,Yes,"$1,001 - $5,000",Adequate funding,Adequately funded,35,25,10,30,0,HR Leaders,HR,"C-Suite Leaders, excluding HR",Top Management,Anyone could apply regardless of their function/department ,Yes,0,1,0,0,0,0,0,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Mix of standard and custom,1,0,0,1,0,0,0,0,0,0,0,0,Very likely,52,44,32,Yes,Very Effective,3,No attempt to calculate,3,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,Advanced Programs,Intermediate,3
Fewer than 50,50 - 99,Voluntary,2021,Ongoing,2021,2023,1,2,10 - 49 hours,2 - 6 months,Entirely compensated hours,No,< $500,Adequate funding,Adequately funded,0,100,0,0,0,HR Leaders,HR,HR Leaders,HR,Anyone could apply regardless of their function/department ,No,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Selected,Not Selected,Selected,Not Selected,Yes,Very standard across geographies,1,0,0,0,0,0,0,0,0,0,0,0,Very likely,32,15,78,No,Moderately Effective,2,Positive ROI,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,.76261681,1,0,0,0,0,Basic Programs,Basic,2
1000 - 9999,100 - 499,Voluntary,2019,Ongoing,2019,2023,1,4,100 - 199 hours,7 - 12 months,Entirely compensated hours,Yes,"$1,001 - $5,000",Underfunded,Not adequately funded,0,20,40,40,0,Unclear who is the primary advocate,Employees and Others,"C-Suite Leaders, excluding HR",Top Management,Only people nominated by managers,Yes,0,0,0,1,1,0,0,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Yes,Mix of standard and custom,1,0,1,0,0,0,0,0,0,0,0,0,Likely,31,12,22,Yes,Moderately Effective,2,"Not yet, but intends to",3,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,Advanced Programs,Intermediate,3
100 - 499,100 - 499,Voluntary,2020,Ongoing,2020,2023,1,3,10 - 49 hours,2 - 6 months,Entirely compensated hours,Yes,< $500,Underfunded,Not adequately funded,0,80,20,0,0,C-Suite Leaders excluding HR,Top Management,Board of Directors,Top Management,Anyone could apply regardless of their function/department ,No,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Yes,Very standard across geographies,0,0,0,0,0,0,1,1,0,0,0,0,Likely,90,45,90,Yes,Very Effective,3,Negative ROI,2,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,.76261681,0,0,0,1,0,Basic Programs,Basic,1
3.065661,3.6095829,1.6086956,Not Yet,5.1384206,2020.8607,2022.6327,0,1.771961,3.4117124,2.3141081,1.3735582,1.0860692,2.5022182,1.9272405,.82608694,13.941552,57.238358,12.665753,11.292237,4.8621006,C-Suite Leaders excluding HR,Top Management,Board of Directors,Top Management,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,.20763087,.50399292,.73380655,.65306121,.11446317,.5483585,.33451641,.49245787,.49511978,.39751554,.14196983,.31233364,.37000889,1.327418,1.7137203,.28039041,.35847384,.3496007,.47204968,.32386869,.33895296,.3416149,.22803904,.20674357,.12599823,.069210291,.0053238687,3.9290152,86,71,88,1.1224489,1.4693878,2.5306122,3.4773736,1.9982253,.32830524,.34516415,.32653061,.57231587,.73380655,.65306121,.41348714,.52262646,.26530612,.28926352,.3256433,.45785269,.6512866,.91393077,1,0,1,0,1,.76261681,.53593612,.83229816,.42502218,.56166816,0,Advanced Programs,Advanced,4
100 - 499,100 - 499,Voluntary,2021,Ongoing,2021,2023,1,2,10 - 49 hours,2 - 6 months,Entirely compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,20,40,10,10,20,Employees (salaried and/or hourly wage),Employees and Others,"C-Suite Leaders, excluding HR",Top Management,Anyone could apply regardless of their function/department ,Yes,1,0,1,1,0,0,0,Not Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Selected,Selected,Yes,Mix of standard and custom,0,0,0,1,0,1,1,0,1,1,0,0,Likely,59,35,48,Yes,Very Effective,3,No attempt to calculate,2,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,Basic Programs,Intermediate,3
50 - 99,100 - 499,Mandatory,2022,2023,2022,2023,0,1,50 - 99 hours,2 - 6 months,Entirely compensated hours,Yes,< $500,Adequate funding,Adequately funded,10,70,20,0,0,C-Suite Leaders excluding HR,Top Management,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Very standard across geographies,1,1,1,0,1,1,0,0,0,0,0,0,Likely,72,68,72,Yes,Very Effective,3,Negative ROI,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,.76261681,1,1,1,0,0,Advanced Programs,Advanced,1
Fewer than 50,50 - 99,Voluntary,2021,2021,2021,2021,0,0,100 - 199 hours,2 - 6 months,Partly compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,30,60,0,0,10,HR Leaders,HR,HR Leaders,HR,Anyone could apply if belonging to specific function/department/hier level,Yes,1,0,1,0,1,0,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,No,1.7137203,1,0,0,0,1,0,1,0,0,0,0,0,Likely,60,55,70,Yes,Moderately Effective,2,Negative ROI,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,Advanced Programs,Intermediate,1
1000 - 9999,1000 - 9999,Mandatory,2019,2023,2019,2023,0,4,100 - 199 hours,2 - 6 months,Entirely compensated hours,Yes,"$1,001 - $5,000",Overfunded,Not adequately funded,20,25,20,35,0,C-Suite Leaders excluding HR,Top Management,"C-Suite Leaders, excluding HR",Top Management,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Yes,Very standard across geographies,0,1,0,0,1,0,0,0,1,0,0,0,Very likely,89,85,100,Yes,Very Effective,3,No attempt to calculate,3,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,.76261681,1,0,1,1,1,Advanced Programs,Advanced,4
50 - 99,100 - 499,Voluntary,2020,Ongoing,2020,2023,1,3,50 - 99 hours,2 - 6 months,Partly compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,0,100,0,0,0,HR Leaders,HR,HR Leaders,HR,Anyone could apply regardless of their function/department ,Yes,0,0,1,1,1,1,0,Not Selected,Selected,Selected,Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Very standard across geographies,0,0,1,1,0,1,0,0,1,0,0,0,Very likely,77,30,63,Yes,Very Effective,3,Negative ROI,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,Basic Programs,Basic,1
Fewer than 50,50 - 99,Voluntary,2022,Ongoing,2022,2023,1,1,100 - 199 hours,2 - 6 months,Partly compensated hours,Yes,"$5,001 - $10,000",Adequate funding,Adequately funded,0,100,0,0,0,Board of Directors,Top Management,HR Leaders,HR,Anyone could apply if belonging to specific function/department/hier level,Yes,1,0,1,1,0,1,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Selected,Selected,Yes,Very flexible,0,1,1,0,1,0,0,0,0,1,0,0,Likely,70,50,40,Yes,Moderately Effective,2,Negative ROI,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,Basic Programs,Basic,1
500 - 999,1000 - 9999,Mandatory,2021,Ongoing,2021,2023,1,2,> 500 hours,7 - 12 months,Entirely compensated hours,No,"$501 - $1,000",Adequate funding,Adequately funded,0,100,0,0,0,HR Leaders,HR,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Selected,Not Selected,Selected,Yes,Very standard across geographies,0,1,0,0,0,1,0,1,0,1,0,0,Likely,51,55,55,No,Moderately Effective,2,"Tried to, but unable",3,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,.76261681,1,1,1,1,1,Basic Programs,Basic,1
500 - 999,100 - 499,Mandatory,2021,Ongoing,2021,2023,1,2,10 - 49 hours,2 - 6 months,Entirely compensated hours,Yes,< $500,Adequate funding,Adequately funded,0,20,60,10,10,Board of Directors,Top Management,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Yes,Mix of standard and custom,1,0,0,0,0,1,0,1,0,0,0,0,Uncertain,30,65,61,Yes,Very Effective,3,Positive ROI,3,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,.76261681,1,1,0,1,1,Advanced Programs,Intermediate,3
3.065661,3.6095829,1.6086956,Not Yet,5.1384206,2020.8607,2022.6327,0,1.771961,3.4117124,2.3141081,1.3735582,1.0860692,2.5022182,1.9272405,.82608694,13.941552,57.238358,12.665753,11.292237,4.8621006,C-Suite Leaders excluding HR,Top Management,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,.20763087,.50399292,.73380655,.65306121,.11446317,.5483585,.33451641,.49245787,.49511978,.39751554,.14196983,.31233364,.37000889,1.327418,1.7137203,.28039041,.35847384,.3496007,.47204968,.32386869,.33895296,.3416149,.22803904,.20674357,.12599823,.069210291,.0053238687,3.9290152,27,25,30,1.1224489,1.4693878,2.5306122,3.4773736,1.9982253,.32830524,.34516415,.32653061,.57231587,.73380655,.65306121,.41348714,.52262646,.26530612,.28926352,.3256433,.45785269,.6512866,.91393077,1,0,0,1,0,.76261681,.53593612,.83229816,.42502218,.56166816,1,Basic Programs,Intermediate,2
100 - 499,100 - 499,Mandatory,2020,Ongoing,2020,2023,1,3,100 - 199 hours,2 - 6 months,Entirely compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,0,100,0,0,0,Employees (salaried and/or hourly wage),Employees and Others,Middle Managers and/or front-line supervisors,BU and Middle Management,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,No,1.7137203,0,1,0,0,0,0,1,1,0,0,0,0,Likely,64,39,33,Yes,Moderately Effective,2,Positive ROI,2,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.76261681,1,0,0,1,1,Basic Programs,Basic,2
50 - 99,100 - 499,Mandatory,2022,2023,2022,2023,0,1,50 - 99 hours,2 - 6 months,Entirely compensated hours,Yes,< $500,Adequate funding,Adequately funded,0,100,0,0,0,HR Leaders,HR,Middle Managers and/or front-line supervisors,BU and Middle Management,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Very standard across geographies,1,1,1,0,0,0,0,0,0,0,0,0,Very likely,58,57,47,Yes,Very Effective,3,Negative ROI,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.76261681,1,1,0,0,0,Basic Programs,Basic,1
50 - 99,100 - 499,Voluntary,2022,Ongoing,2022,2023,1,1,100 - 199 hours,2 - 6 months,Partly compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,0,100,0,0,0,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,Anyone could apply if belonging to specific function/department/hier level,Yes,0,0,1,1,1,1,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,1.7137203,0,1,0,1,0,0,1,0,0,0,1,0,Very likely,50,15,35,Yes,Moderately Effective,2,Positive ROI,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,Basic Programs,Basic,2
Fewer than 50,Fewer than 50,Voluntary,2022,Ongoing,2022,2023,1,1,50 - 99 hours,2 - 6 months,Entirely compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,0,100,0,0,0,Board of Directors,Top Management,Board of Directors,Top Management,Anyone could apply if belonging to specific function/department/hier level,Yes,1,1,1,0,0,0,0,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Yes,Very standard across geographies,0,0,0,1,0,0,0,0,0,0,0,0,Very likely,63,28,25,Yes,Very Effective,3,Negative ROI,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,Basic Programs,Basic,2
50 - 99,100 - 499,Voluntary,2022,Ongoing,2022,2023,1,1,10 - 49 hours,< 1 month,Entirely compensated hours,Yes,< $500,Adequate funding,Adequately funded,0,100,0,0,0,HR Leaders,HR,HR Leaders,HR,Anyone could apply if belonging to specific function/department/hier level,Yes,1,0,0,0,0,1,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Very standard across geographies,0,0,0,0,0,0,1,0,0,0,0,0,Very likely,65,48,62,Yes,Moderately Effective,2,Positive ROI,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,Basic Programs,Basic,1
1000 - 9999,10000 - 49999,Mandatory,2023,Ongoing,2023,2023,1,0,50 - 99 hours,2 - 6 months,Partly compensated hours,No,"$1,001 - $5,000",Adequate funding,Adequately funded,12,18,35,17,18,Board of Directors,Top Management,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,No,1.7137203,0,0,0,0,0,0,0,1,0,0,0,0,Likely,50,100,70,No,Not Effective,1,"Tried to, but unable",3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,.76261681,0,0,0,1,1,Advanced Programs,Advanced,4
50 - 99,100 - 499,Voluntary,2021,Ongoing,2021,2023,1,2,10 - 49 hours,2 - 6 months,Entirely compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,50,50,0,0,0,HR Leaders,HR,Board of Directors,Top Management,Anyone could apply regardless of their function/department ,Yes,0,0,0,0,1,0,0,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Yes,Very flexible,1,0,0,1,0,0,0,0,1,0,0,0,Very likely,70,50,70,Yes,Very Effective,3,Negative ROI,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,Advanced Programs,Intermediate,1
1000 - 9999,1000 - 9999,Voluntary,2020,2022,2020,2022,0,2,100 - 199 hours,2 - 6 months,Entirely compensated hours,No,"$5,001 - $10,000",Adequate funding,Adequately funded,20,20,20,20,20,C-Suite Leaders excluding HR,Top Management,"C-Suite Leaders, excluding HR",Top Management,Anyone could apply if belonging to specific function/department/hier level,No,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,No,1.7137203,0,1,0,1,0,1,0,0,0,0,0,0,Likely,71,68,80,No,Very Effective,3,No attempt to calculate,3,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,.76261681,1,1,0,0,1,Advanced Programs,Advanced,4
Fewer than 50,Fewer than 50,Voluntary,2019,Ongoing,2019,2023,1,4,50 - 99 hours,2 - 6 months,Entirely compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,0,100,0,0,0,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,HR Leaders,HR,Anyone could apply regardless of their function/department ,Yes,0,0,1,0,0,1,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Yes,Mix of standard and custom,0,0,0,1,0,1,1,0,0,0,0,0,Uncertain,31,10,35,No,Moderately Effective,2,No attempt to calculate,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,Basic Programs,Basic,2
500 - 999,1000 - 9999,Mandatory,2021,Ongoing,2021,2023,1,2,< 10 hours,7 - 12 months,Entirely compensated hours,No,< $500,Adequate funding,Adequately funded,0,100,0,0,0,HR Leaders,HR,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Very standard across geographies,1,0,0,1,0,0,0,0,0,0,0,0,Somewhat likely,19,16,21,No,Moderately Effective,2,"Not yet, but intends to",3,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,.76261681,1,1,0,0,0,Basic Programs,Basic,2
50 - 99,100 - 499,Voluntary,2020,2022,2020,2022,0,2,10 - 49 hours,2 - 6 months,Partly compensated hours,Yes,< $500,Adequate funding,Adequately funded,0,40,20,40,0,HR Leaders,HR,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,Anyone could apply if belonging to specific function/department/hier level,Yes,0,1,1,0,0,0,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,No,1.7137203,0,0,0,1,0,0,1,0,0,0,0,0,Somewhat likely,60,43,24,Yes,Moderately Effective,2,Positive ROI,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,Advanced Programs,Intermediate,3
100 - 499,100 - 499,Mandatory,2019,2021,2019,2021,0,2,50 - 99 hours,2 - 6 months,Entirely compensated hours,Yes,< $500,Adequate funding,Adequately funded,25,25,25,25,0,HR Leaders,HR,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Very flexible,1,0,1,0,0,1,0,0,1,0,0,0,Very likely,99,100,92,Yes,Moderately Effective,2,"Not yet, but intends to",2,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,.76261681,1,1,0,1,1,Advanced Programs,Advanced,4
50 - 99,100 - 499,Mandatory,2019,2023,2019,2023,0,4,10 - 49 hours,7 - 12 months,Entirely compensated hours,No,"$501 - $1,000",Overfunded,Not adequately funded,13.941552,57.238358,12.665753,11.292237,4.8621006,Unclear who is the primary advocate,Employees and Others,HR Leaders,HR,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Very standard across geographies,1,1,0,0,0,0,0,0,0,0,0,0,Not at all likely,78,73,65,Yes,Very Effective,3,"Not yet, but intends to",1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,.76261681,1,0,0,0,1,Advanced Programs,Advanced,4
500 - 999,50 - 99,Mandatory,2022,2022,2022,2022,0,0,50 - 99 hours,2 - 6 months,Uncompensated hours,Yes,"$1,001 - $5,000",Adequate funding,Adequately funded,100,0,0,0,0,Middle Managers and/or front-line supervisors,BU and Middle Management,Middle Managers and/or front-line supervisors,BU and Middle Management,1.6574343,1.2201166,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Yes,Mix of standard and custom,0,0,0,0,0,1,0,0,0,0,0,0,Likely,20,20,19,Yes,Moderately Effective,2,Negative ROI,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,.76261681,0,1,0,0,0,Basic Programs,Intermediate,2
100 - 499,100 - 499,Voluntary,2023,Ongoing,2023,2023,1,0,100 - 199 hours,2 - 6 months,Entirely compensated hours,Yes,"$1,001 - $5,000",Adequate funding,Adequately funded,0,100,0,0,0,HR Leaders,HR,HR Leaders,HR,Anyone could apply if belonging to specific function/department/hier level,No,.52149534,.50280374,.68971962,.64485979,.40934581,.29158878,0,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,No,1.7137203,0,0,1,0,0,0,1,0,1,0,0,0,Likely,80,50,70,No,Very Effective,3,Positive ROI,2,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,.76261681,0,1,0,1,1,Basic Programs,Basic,1
50 - 99,100 - 499,Voluntary,2023,Ongoing,2023,2023,1,0,50 - 99 hours,2 - 6 months,Entirely compensated hours,Yes,"$501 - $1,000",Adequate funding,Adequately funded,20,40,0,40,0,C-Suite Leaders excluding HR,Top Management,Business Unit/Subsidiary/Function Leaders,BU and Middle Management,Anyone could apply if belonging to specific function/department/hier level,Yes,1,1,0,1,1,1,0,Selected,Selected,Selected,Selected,Not Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Yes,Mix of standard and custom,0,1,1,0,1,0,1,0,0,1,0,0,Likely,60,50,61,Yes,Moderately Effective,2,Positive ROI,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,Advanced Programs,Intermediate,3
